old_oid	post_repair_oid	citation	disposition
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/candidate-3.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/candidate/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 5ba4b6d30604606c04b5b742eaf9469adc1c729d --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 ff696e5ed2857b17f30f7524aa57c246d959aa76eb9019d799820666f59532db --label post-correctness refresh candidate pair 3 first --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/candidate-3.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/candidate-3.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/candidate-4.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/candidate-4.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/candidate/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 5ba4b6d30604606c04b5b742eaf9469adc1c729d --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 ff696e5ed2857b17f30f7524aa57c246d959aa76eb9019d799820666f59532db --label post-correctness refresh candidate pair 4 second --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/candidate-4.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/candidate-4.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/candidate-5.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/candidate-5.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/candidate/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 5ba4b6d30604606c04b5b742eaf9469adc1c729d --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 ff696e5ed2857b17f30f7524aa57c246d959aa76eb9019d799820666f59532db --label post-correctness refresh candidate pair 5 first --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/candidate-5.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/candidate-5.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/candidate-6.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/candidate-6.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/candidate/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 5ba4b6d30604606c04b5b742eaf9469adc1c729d --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 ff696e5ed2857b17f30f7524aa57c246d959aa76eb9019d799820666f59532db --label post-correctness refresh candidate pair 6 second --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/candidate-6.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/candidate-6.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/candidate-7.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/candidate-7.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/candidate/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 5ba4b6d30604606c04b5b742eaf9469adc1c729d --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 ff696e5ed2857b17f30f7524aa57c246d959aa76eb9019d799820666f59532db --label post-correctness refresh candidate pair 7 first --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/candidate-7.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/candidate-7.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/candidate-8.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/candidate-8.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/candidate/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 5ba4b6d30604606c04b5b742eaf9469adc1c729d --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 ff696e5ed2857b17f30f7524aa57c246d959aa76eb9019d799820666f59532db --label post-correctness refresh candidate pair 8 second --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/candidate-8.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/candidate-8.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/candidate-9.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/candidate-9.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/candidate/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 5ba4b6d30604606c04b5b742eaf9469adc1c729d --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 ff696e5ed2857b17f30f7524aa57c246d959aa76eb9019d799820666f59532db --label post-correctness refresh candidate pair 9 first --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/candidate-9.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/candidate-9.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-0.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-0.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference pair 0 first --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-0.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-0.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-1.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-1.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference pair 1 second --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-1.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-1.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-10.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-10.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference pair 10 first --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-10.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-10.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-11.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-11.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference pair 11 second --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-11.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-11.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-12.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-12.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference pair 12 first --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-12.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-12.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-13.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-13.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference pair 13 second --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-13.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-13.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-14.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-14.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference pair 14 first --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-14.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-14.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-2.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-2.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference pair 2 first --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-2.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-2.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-3.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-3.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference pair 3 second --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-3.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-3.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-4.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-4.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference pair 4 first --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-4.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-4.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-5.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-5.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference pair 5 second --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-5.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-5.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-6.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-6.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference pair 6 first --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-6.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-6.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-7.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-7.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference pair 7 second --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-7.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-7.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-8.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-8.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference pair 8 first --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-8.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-8.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-9.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/raw/reference-9.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 0 --runs 1 --correctness off --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference pair 9 second --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-9.json --samples /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/raw/reference-9.tsv",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/warmup-candidate.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/warmup-candidate.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/candidate/flutterdec-bench run --matrix disclosed --warmups 3 --runs 0 --correctness on --product-ref 5ba4b6d30604606c04b5b742eaf9469adc1c729d --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 ff696e5ed2857b17f30f7524aa57c246d959aa76eb9019d799820666f59532db --label post-correctness refresh candidate warmup --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/warmup-candidate.json",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/warmup-reference.json:6:    "harness_ref": "4c127aba4e74fb6f8d486c4cb066586bb0d74846",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/evidence/warmup-reference.json:17:    "command": "/home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/bin/timing/reference/flutterdec-bench run --matrix disclosed --warmups 3 --runs 0 --correctness on --product-ref 1371e42549472ec388f58bc1fd5dbdf96e8dcdd1 --harness-ref 4c127aba4e74fb6f8d486c4cb066586bb0d74846 --patch-sha256 14413796ca8a89cc1328497b5c87629b1c55f945ec58e73eebb3838df0700460 --binary-sha256 0676036bfcf58abb4f71c2e04111ef63c6506e5016e365b228886eee590d25cf --label post-correctness refresh reference warmup --out /home/camilo/flutterdec/.worker-tmp/valmetric5-rerun/run-output/warmup-reference.json",	retained-as-pre-repair-provenance
4c127aba4e74fb6f8d486c4cb066586bb0d74846	ede255ae36abd9e37573969686e44b7bd4467638	docs/post-correctness/refresh-attribution.py:18:HARNESS = "4c127aba4e74fb6f8d486c4cb066586bb0d74846"	retained-as-pre-repair-provenance
